doc_id,dataset,split,n_tokens,n_boxes,company_present,date_present,address_present,total_present,company_len,date_len,address_len,total_len,company_in_ocr,date_in_ocr,address_in_ocr,total_in_ocr,exact_total_matches,n_amount_like_tokens,n_date_like_tokens,has_total_anchor,has_date_anchor,has_cash_anchor
000,SROIE,train,44,44,True,True,True,True,31,10,70,4,False,True,False,True,3,7,0,True,True,True
001,SROIE,train,48,48,True,True,True,True,22,10,63,5,True,True,False,True,1,11,0,True,False,True
002,SROIE,train,54,54,True,True,True,True,25,8,118,5,False,True,False,True,0,12,0,True,False,True
003,SROIE,train,60,60,True,True,True,True,19,10,44,5,True,True,False,True,1,16,1,True,True,True
004,SROIE,train,61,61,True,True,True,True,21,8,116,5,True,True,False,True,0,15,0,True,False,True
005,SROIE,train,35,35,True,True,True,True,14,10,70,5,True,True,False,True,3,8,0,True,True,True
006,SROIE,train,93,93,True,True,True,True,30,10,61,6,True,True,False,True,4,41,0,True,True,True
007,SROIE,train,28,28,True,True,True,True,38,10,60,5,True,True,False,True,5,8,0,True,False,True
008,SROIE,train,76,76,True,True,True,True,20,10,64,6,True,True,True,True,2,28,0,True,True,True
009,SROIE,train,43,43,True,True,True,True,32,10,88,5,True,True,False,True,2,8,0,True,False,True
010,SROIE,train,51,51,True,True,True,True,18,10,49,5,True,True,True,True,0,6,1,True,False,True
011,SROIE,train,58,58,True,True,True,True,49,10,80,5,True,True,False,True,4,13,0,True,True,True
012,SROIE,train,47,47,True,True,True,True,33,10,98,5,True,True,False,True,5,11,0,True,True,True
013,SROIE,train,60,60,True,True,True,True,21,10,71,5,True,True,False,True,5,13,0,True,True,True
014,SROIE,train,119,119,True,True,True,True,9,10,65,5,True,True,False,True,1,52,0,True,True,True
015,SROIE,train,44,44,True,True,True,True,33,10,98,5,True,True,False,True,5,11,0,True,True,True
016,SROIE,train,82,82,True,True,True,True,25,10,78,5,True,True,False,True,2,14,0,True,True,True
017,SROIE,train,76,76,True,True,True,True,25,10,78,5,True,True,False,True,2,12,0,True,True,True
018,SROIE,train,75,75,True,True,True,True,25,10,77,5,True,True,False,True,2,12,0,True,True,True
019,SROIE,train,46,46,True,True,True,True,24,8,45,5,True,True,True,True,3,6,0,True,True,False
020,SROIE,train,59,59,True,True,True,True,30,10,44,5,True,True,False,True,1,17,1,True,True,True
021,SROIE,train,68,68,True,True,True,True,27,10,64,4,True,True,False,True,2,20,0,True,True,True
022,SROIE,train,41,41,True,True,True,True,16,10,69,4,True,True,False,True,3,10,0,True,False,True
023,SROIE,train,62,62,True,True,True,True,27,10,63,5,True,True,False,True,2,15,0,True,True,True
024,SROIE,train,66,66,True,True,True,True,27,10,62,5,True,True,False,True,2,17,0,True,True,True
025,SROIE,train,71,71,True,True,True,True,27,10,61,5,True,True,False,True,2,19,0,True,True,True
026,SROIE,train,94,94,True,True,True,True,27,10,64,6,False,True,False,True,2,33,0,True,True,True
027,SROIE,train,48,48,True,True,True,True,22,8,96,5,True,True,False,True,0,7,0,True,False,True
028,SROIE,train,28,28,True,True,True,True,17,8,74,4,True,True,False,True,2,4,1,True,False,True
029,SROIE,train,53,53,True,True,True,True,25,8,59,5,True,True,True,True,3,12,0,True,True,True
030,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
031,SROIE,train,39,39,True,True,True,True,16,10,81,5,True,True,False,True,3,9,0,True,False,True
032,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
033,SROIE,train,39,39,True,True,True,False,30,11,73,0,True,True,False,False,0,4,0,True,False,True
034,SROIE,train,107,107,True,True,True,True,20,10,64,6,True,True,True,True,2,46,0,True,True,True
035,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
036,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
037,SROIE,train,48,48,True,True,True,True,28,10,50,5,True,True,False,True,1,14,0,True,True,True
038,SROIE,train,69,69,True,True,True,True,20,10,104,5,True,True,False,True,3,21,0,True,False,True
039,SROIE,train,53,53,True,True,True,True,24,10,92,6,False,True,False,True,1,11,0,True,True,True
040,SROIE,train,44,44,True,True,True,True,13,10,29,6,True,True,False,True,1,12,0,True,True,True
041,SROIE,train,41,41,True,True,True,True,13,10,29,6,True,True,False,True,1,11,0,True,True,True
042,SROIE,train,53,53,True,True,True,True,26,8,86,5,True,True,False,True,0,8,0,True,True,True
043,SROIE,train,43,43,True,True,True,True,34,10,57,6,True,True,False,True,3,7,1,True,True,True
044,SROIE,train,43,43,True,True,True,True,30,11,73,5,True,True,False,True,1,5,0,True,False,True
045,SROIE,train,43,43,True,True,True,True,30,11,73,5,True,True,False,True,1,5,0,True,False,True
046,SROIE,train,63,63,True,True,True,True,19,8,70,5,True,True,False,True,2,18,0,True,False,True
047,SROIE,train,18,18,True,True,True,True,17,10,49,6,True,True,False,True,1,3,0,False,False,True
048,SROIE,train,71,71,True,True,True,True,25,10,68,6,True,True,False,True,1,20,0,True,True,True
049,SROIE,train,59,59,True,True,True,True,20,10,64,4,True,True,False,True,2,17,0,True,True,True
050,SROIE,train,66,66,True,True,True,True,28,10,75,6,False,True,False,True,2,23,0,True,True,True
051,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
052,SROIE,train,34,34,True,True,True,True,27,10,107,5,True,True,False,True,4,9,0,True,False,True
053,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
054,SROIE,train,55,55,True,True,True,True,20,10,57,5,True,True,True,True,2,17,0,True,True,True
055,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
056,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
057,SROIE,train,35,35,True,True,True,True,30,11,72,5,True,True,False,True,3,3,0,True,False,True
058,SROIE,train,39,39,True,True,True,True,30,11,73,5,True,True,False,True,1,4,0,True,False,True
059,SROIE,train,28,28,True,True,True,True,31,10,50,4,True,True,False,True,2,6,0,True,True,True
060,SROIE,train,52,52,True,True,True,True,32,8,70,5,True,True,False,True,2,11,0,True,False,True
061,SROIE,train,66,66,True,True,True,True,36,9,70,6,True,True,False,True,2,14,0,True,False,False
062,SROIE,train,26,26,True,True,True,True,17,8,87,5,True,True,False,True,2,3,1,True,False,True
063,SROIE,train,48,48,True,True,True,True,20,8,63,5,True,True,False,True,3,6,0,True,True,False
064,SROIE,train,46,46,True,True,True,True,20,8,39,5,True,True,False,True,3,5,0,True,True,False
065,SROIE,train,53,53,True,True,True,True,30,8,56,5,True,True,False,True,1,19,0,True,True,True
066,SROIE,train,63,63,True,True,True,True,30,10,64,4,True,True,True,True,3,22,0,True,False,True
067,SROIE,train,75,75,True,True,True,True,46,8,55,5,True,True,False,True,1,28,0,True,True,True
068,SROIE,train,43,43,True,True,True,True,30,8,64,4,True,False,True,True,6,10,0,True,False,True
069,SROIE,train,26,26,True,True,True,True,17,8,87,4,True,True,False,True,2,3,1,True,False,True
070,SROIE,train,30,30,True,True,True,True,17,8,86,6,True,True,False,True,2,4,1,True,False,True
071,SROIE,train,44,44,True,True,True,True,16,10,81,5,True,True,False,True,3,9,0,True,False,True
072,SROIE,train,57,57,True,True,True,True,28,8,63,5,True,True,False,True,1,9,0,True,False,True
073,SROIE,train,48,48,True,True,True,True,28,10,99,5,True,True,False,True,2,13,1,True,False,True
074,SROIE,train,45,45,True,True,True,True,26,10,61,6,True,True,False,True,5,11,0,True,True,True
075,SROIE,train,48,48,True,True,True,True,28,10,99,6,True,True,False,True,2,13,1,True,False,True
076,SROIE,train,43,43,True,True,True,True,28,10,99,5,True,True,False,True,3,11,1,True,False,True
077,SROIE,train,52,52,True,True,True,True,20,10,70,5,True,True,False,True,1,11,1,True,True,True
078,SROIE,train,83,83,True,True,True,True,25,10,60,5,True,True,False,True,2,39,0,True,True,True
079,SROIE,train,67,67,True,True,True,True,18,8,96,5,True,True,False,True,0,12,0,True,False,True
080,SROIE,train,52,52,True,True,True,True,24,10,62,5,True,True,False,True,5,14,0,True,False,True
081,SROIE,train,35,35,True,True,True,True,18,8,96,7,True,True,False,True,1,4,0,True,False,True
082,SROIE,train,82,82,True,True,True,True,24,10,62,6,True,True,False,True,4,24,0,True,False,True
083,SROIE,train,74,74,True,True,True,True,25,10,37,5,True,True,True,True,1,11,0,True,True,True
084,SROIE,train,34,34,True,True,True,True,18,8,96,4,True,True,False,True,2,5,0,True,False,True
085,SROIE,train,36,36,True,True,True,True,18,8,96,4,True,True,False,True,2,5,0,True,False,True
086,SROIE,train,60,60,True,True,True,True,27,8,96,5,True,True,False,True,0,14,0,True,False,True
087,SROIE,train,38,38,True,True,True,True,20,8,52,6,True,True,True,True,3,7,0,True,True,False
088,SROIE,train,40,40,True,True,True,True,20,8,52,5,True,True,True,True,3,7,0,True,True,False
089,SROIE,train,53,53,True,True,True,True,19,10,90,4,True,True,False,True,3,14,0,True,True,True
090,SROIE,train,53,53,True,True,True,True,17,10,73,4,True,True,False,True,4,14,0,True,True,True
091,SROIE,train,87,87,True,True,True,True,17,9,73,5,True,True,False,True,2,26,0,True,True,True
092,SROIE,train,62,62,True,True,True,True,15,10,76,5,True,True,False,True,3,18,0,True,False,True
093,SROIE,train,40,40,True,True,True,True,17,10,81,4,True,True,False,True,3,9,0,True,False,True
094,SROIE,train,39,39,True,True,True,True,16,10,81,4,True,True,False,True,3,9,1,True,False,True
095,SROIE,train,45,45,True,True,True,True,28,8,85,5,False,True,False,True,1,6,0,True,False,True
096,SROIE,train,42,42,True,True,True,True,28,8,63,4,True,True,False,True,1,6,0,True,False,True
097,SROIE,train,46,46,True,True,True,True,28,8,63,5,True,True,False,True,1,7,0,True,False,True
098,SROIE,train,61,61,True,True,True,True,22,8,47,5,True,True,False,True,3,17,0,True,True,True
099,SROIE,train,58,58,True,True,True,True,27,10,53,5,True,True,False,True,4,17,0,True,True,True
100,SROIE,train,58,58,True,True,True,True,27,10,54,4,True,True,False,True,5,17,0,True,True,True
101,SROIE,train,57,57,True,True,True,True,27,10,54,5,True,True,False,True,5,17,0,True,True,True
102,SROIE,train,44,44,True,True,True,True,20,8,52,5,True,True,True,True,3,8,0,True,True,True
103,SROIE,train,58,58,True,True,True,True,27,10,53,6,True,True,False,True,5,17,0,True,True,True
104,SROIE,train,58,58,True,True,False,True,21,9,0,6,True,True,False,True,1,12,0,True,False,True
105,SROIE,train,61,61,True,True,True,True,17,10,66,5,True,True,False,True,2,16,1,True,True,True
106,SROIE,train,153,153,True,True,True,True,24,10,70,6,True,True,False,True,2,65,0,True,True,True
107,SROIE,train,67,67,True,True,True,True,33,10,82,5,True,True,False,True,1,15,1,True,True,True
108,SROIE,train,42,42,True,True,True,True,29,10,78,4,True,True,False,True,4,8,0,True,True,True
109,SROIE,train,42,42,True,True,True,True,29,10,78,4,True,True,False,True,4,7,0,True,True,True
110,SROIE,train,42,42,True,True,True,True,29,10,78,4,True,True,False,True,4,9,0,True,True,True
111,SROIE,train,117,117,True,True,True,True,27,10,54,6,True,True,False,True,3,43,1,True,True,True
112,SROIE,train,38,38,True,True,True,True,19,10,78,6,True,True,False,True,3,0,0,True,False,True
113,SROIE,train,70,70,True,True,True,True,27,10,54,5,True,True,False,True,3,22,0,True,True,True
114,SROIE,train,76,76,True,True,True,True,27,10,54,5,True,True,False,True,3,26,0,True,True,True
115,SROIE,train,58,58,True,True,True,True,27,10,54,5,True,True,False,True,5,17,0,True,True,True
116,SROIE,train,70,70,True,True,True,True,27,10,54,6,True,True,False,True,3,23,0,True,True,True
117,SROIE,train,76,76,True,True,True,True,27,10,54,5,True,True,False,True,3,26,0,True,True,True
118,SROIE,train,64,64,True,True,True,True,27,10,54,5,True,True,False,True,3,20,0,True,True,True
119,SROIE,train,58,58,True,True,True,True,27,10,54,4,True,True,False,True,5,17,0,True,True,True
120,SROIE,train,58,58,True,True,True,True,27,10,54,4,True,True,False,True,4,17,0,True,True,True
121,SROIE,train,58,58,True,True,True,True,27,10,54,5,True,True,False,True,4,17,0,True,True,True
122,SROIE,train,58,58,True,True,True,True,27,10,54,5,True,True,False,True,4,17,0,True,True,True
123,SROIE,train,66,66,True,True,True,True,27,10,54,5,True,True,False,True,3,20,1,True,True,True
124,SROIE,train,58,58,True,True,True,True,27,10,54,4,True,True,False,True,5,17,0,True,True,True
125,SROIE,train,58,58,True,True,True,True,27,10,54,6,True,True,False,True,4,17,0,True,True,True
126,SROIE,train,70,70,True,True,True,True,27,10,54,5,True,True,False,True,3,23,0,True,True,True
127,SROIE,train,50,50,True,True,True,True,27,10,54,4,True,True,False,True,5,15,0,True,True,True
128,SROIE,train,64,64,True,True,True,True,27,10,54,5,True,True,False,True,3,20,0,True,True,True
129,SROIE,train,64,64,True,True,True,True,27,10,54,5,True,True,False,True,3,20,0,True,True,True
130,SROIE,train,64,64,True,True,True,True,24,10,70,5,True,True,False,True,3,18,0,True,True,True
131,SROIE,train,60,60,True,True,True,True,24,10,85,4,True,True,False,True,2,16,0,True,False,True
132,SROIE,train,46,46,True,True,True,True,18,8,59,5,True,True,False,True,2,10,0,True,False,True
133,SROIE,train,60,60,True,True,True,True,30,10,90,6,True,True,False,True,2,18,0,True,True,True
134,SROIE,train,103,103,True,True,True,True,17,10,73,5,True,True,False,True,2,32,0,True,True,True
135,SROIE,train,66,66,True,True,True,True,30,10,90,5,True,True,False,True,2,22,0,True,True,True
136,SROIE,train,43,43,True,True,True,True,18,10,85,4,True,True,False,True,3,11,0,True,True,True
137,SROIE,train,53,53,True,True,True,True,18,10,85,4,True,True,False,True,3,14,0,True,True,True
138,SROIE,train,49,49,True,True,True,True,18,10,85,4,True,True,False,True,3,13,0,True,True,True
139,SROIE,train,49,49,True,True,True,True,18,10,85,4,True,True,False,True,3,13,0,True,True,True
140,SROIE,train,54,54,True,True,True,True,18,10,85,4,True,True,False,True,3,15,0,True,True,True
141,SROIE,train,49,49,True,True,True,True,18,10,85,4,True,True,False,True,3,13,0,True,True,True
142,SROIE,train,44,44,True,True,True,True,18,10,85,4,True,True,False,True,3,11,0,True,True,True
143,SROIE,train,44,44,True,True,True,True,17,10,85,4,False,True,False,True,3,11,0,True,True,True
144,SROIE,train,39,39,True,True,True,True,32,10,89,5,True,True,False,True,2,9,0,True,False,True
145,SROIE,train,34,34,True,True,True,True,32,10,89,4,True,True,False,True,2,8,0,True,False,True
146,SROIE,train,54,54,True,True,True,True,13,9,80,5,True,True,False,True,1,14,0,True,False,True
147,SROIE,train,78,78,True,True,True,True,21,10,66,5,True,True,True,True,2,21,1,True,True,True
148,SROIE,train,34,34,True,True,True,True,32,10,89,5,True,True,False,True,2,7,0,True,False,True
149,SROIE,train,58,58,True,True,True,True,23,10,66,5,False,True,False,True,2,18,0,True,True,True
150,SROIE,train,59,59,True,True,True,True,22,10,76,5,False,True,False,True,2,11,2,True,False,True
151,SROIE,train,49,49,True,True,True,True,26,10,79,4,True,True,False,True,2,15,1,True,True,True
152,SROIE,train,56,56,True,True,True,True,37,8,23,7,True,True,False,True,1,8,0,True,False,True
153,SROIE,train,46,46,True,True,True,True,28,8,72,5,False,True,False,True,1,8,0,True,False,True
154,SROIE,train,67,67,True,True,True,True,22,10,54,6,True,True,False,True,2,18,0,True,True,True
155,SROIE,train,38,38,True,True,True,True,32,10,89,5,False,True,False,True,2,8,0,True,False,True
156,SROIE,train,51,51,True,True,True,True,27,9,69,8,True,True,False,True,3,12,0,True,True,True
157,SROIE,train,50,50,True,True,True,True,20,10,102,5,True,True,False,True,2,11,0,True,True,True
158,SROIE,train,31,31,True,True,True,True,17,8,85,4,True,True,False,True,1,4,1,True,False,True
159,SROIE,train,43,43,True,True,True,True,20,10,64,5,True,True,False,True,2,13,1,True,False,True
160,SROIE,train,56,56,True,True,True,True,46,10,51,6,True,True,False,True,2,9,1,True,True,True
161,SROIE,train,26,26,True,True,True,True,23,10,111,7,True,True,False,True,1,2,0,True,True,True
162,SROIE,train,33,33,True,True,True,True,17,8,84,6,True,True,False,True,2,4,1,True,False,True
163,SROIE,train,30,30,True,True,True,True,17,8,86,6,True,True,False,True,1,5,1,True,False,True
164,SROIE,train,31,31,True,True,True,True,7,10,44,5,True,True,False,True,1,9,0,True,False,True
165,SROIE,train,42,42,True,True,True,True,21,10,49,5,True,True,False,True,3,12,0,True,False,True
166,SROIE,train,48,48,True,True,True,True,28,10,61,5,True,True,True,True,2,14,0,True,False,True
167,SROIE,train,45,45,True,True,True,True,23,10,28,7,True,True,False,True,1,0,0,True,False,True
168,SROIE,train,64,64,True,True,True,True,24,8,66,5,True,True,False,True,3,26,0,True,True,True
169,SROIE,train,43,43,True,True,True,True,9,10,74,7,True,True,False,True,1,3,0,True,True,True
170,SROIE,train,47,47,True,True,True,True,21,11,57,6,True,True,False,True,3,6,0,True,True,True
171,SROIE,train,51,51,True,True,True,True,34,8,47,5,True,True,True,True,3,10,0,True,False,True
172,SROIE,train,79,79,True,True,True,True,29,8,96,5,True,True,False,True,0,10,1,True,False,True
173,SROIE,train,77,77,True,True,True,True,28,8,64,5,True,True,False,True,1,13,0,True,True,True
174,SROIE,train,59,59,True,True,True,True,21,10,89,5,True,True,False,True,4,17,0,True,True,True
175,SROIE,train,38,38,True,True,True,True,28,8,83,5,True,True,False,True,1,5,0,True,False,True
176,SROIE,train,68,68,True,True,True,True,21,10,46,6,True,True,False,True,3,18,0,True,True,True
177,SROIE,train,68,68,True,True,True,True,21,10,46,6,True,True,False,True,3,18,0,True,True,True
178,SROIE,train,68,68,True,True,True,True,21,10,46,6,True,True,False,True,4,18,0,True,True,True
179,SROIE,train,66,66,True,True,True,True,21,10,46,6,True,True,False,True,3,18,0,True,True,True
180,SROIE,train,55,55,True,True,True,True,23,10,51,5,True,True,True,True,3,11,2,True,False,True
181,SROIE,train,26,26,True,True,True,True,18,10,61,4,True,True,False,True,2,3,0,True,False,True
182,SROIE,train,40,40,True,True,True,True,22,10,57,5,True,True,False,True,4,10,0,True,True,True
183,SROIE,train,60,60,True,True,True,True,16,10,76,5,True,True,False,True,4,17,0,True,True,True
184,SROIE,train,49,49,True,True,True,True,16,10,75,5,True,True,False,True,2,14,0,True,True,True
185,SROIE,train,68,68,True,True,True,True,32,10,79,8,True,True,False,True,2,4,1,True,False,True
186,SROIE,train,38,38,True,True,True,True,17,8,64,5,True,True,False,True,2,5,1,True,False,True
187,SROIE,train,44,44,True,True,True,True,18,10,103,7,True,True,False,True,1,3,0,True,False,True
188,SROIE,train,73,73,True,True,True,True,22,10,61,5,True,True,False,True,2,18,1,True,True,True
189,SROIE,train,45,45,True,True,True,True,19,10,50,5,True,True,False,True,2,15,0,True,True,True
190,SROIE,train,63,63,True,True,True,True,24,8,96,5,False,True,False,True,0,11,0,True,False,True
191,SROIE,train,50,50,True,True,True,True,31,10,86,5,False,True,False,True,2,12,1,True,False,True
192,SROIE,train,47,47,True,True,True,True,22,8,96,5,True,False,False,True,1,7,1,True,False,True
193,SROIE,train,40,40,True,True,True,True,28,8,63,4,True,True,False,True,1,6,0,True,False,True
194,SROIE,train,81,81,True,True,True,True,17,10,81,5,True,True,False,True,1,9,0,True,False,True
195,SROIE,train,43,43,True,True,True,True,16,10,81,5,True,True,False,True,3,9,0,True,False,True
196,SROIE,train,39,39,True,True,True,True,28,8,63,4,True,True,False,True,2,7,0,True,False,True
197,SROIE,train,53,53,True,True,True,True,16,10,81,5,True,True,False,True,1,12,0,True,False,True
198,SROIE,train,32,32,True,True,True,True,27,8,96,5,True,True,False,True,1,3,0,True,False,True
199,SROIE,train,39,39,True,True,True,True,26,10,84,4,True,True,False,True,3,8,0,True,True,True
200,SROIE,train,43,43,True,True,True,True,22,8,96,5,True,True,False,True,0,3,0,True,False,True
201,SROIE,train,30,30,True,True,True,True,22,8,96,5,True,True,False,True,1,1,0,True,False,True
202,SROIE,train,34,34,True,True,True,True,17,10,21,5,True,True,False,True,1,5,0,True,False,True
203,SROIE,train,42,42,True,True,True,True,22,8,96,5,True,True,False,True,0,3,0,True,False,True
204,SROIE,train,37,37,True,True,True,True,22,8,96,5,True,True,False,True,0,4,0,True,False,True
205,SROIE,train,35,35,True,True,True,True,22,8,96,5,True,True,False,True,0,2,0,True,False,True
